plastic_type,pct_PP,pct_LDPE,pct_HDPE,temperature_C,residence_time_min,feedstock_mass_g,reactor_fill_pct,heating_rate_C_min,catalyst,oil_yield_wt%,gas_yield_wt%,char_yield_wt%,reactor_type,source_title,source_doi,confidence,notes
LDPE,0.0,100.0,0.0,450.0,45.0,,,3.0,none,78.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 17/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,45.0,,,10.0,none,74.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 18/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,400.0,60.0,,,10.0,none,72.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 19/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,75.0,,,3.0,none,74.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 20/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,500.0,75.0,,,5.0,none,68.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 21/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,400.0,60.0,,,10.0,none,74.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 22/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,400.0,60.0,,,10.0,none,74.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 23/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,45.0,,,3.0,none,78.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 24/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,75.0,,,10.0,none,74.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 25/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,500.0,45.0,,,5.0,none,68.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 26/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,400.0,60.0,,,3.0,none,78.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 27/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,75.0,,,10.0,none,72.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 28/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,60.0,,,5.0,none,68.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 29/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,500.0,60.0,,,3.0,none,80.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 30/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,400.0,75.0,,,5.0,none,74.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 31/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,75.0,,,3.0,none,78.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 32/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,45.0,,,10.0,none,74.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 33/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,400.0,75.0,,,5.0,none,74.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 34/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,400.0,60.0,,,3.0,none,78.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 35/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,45.0,,,3.0,none,76.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 36/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,60.0,,,5.0,none,70.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 37/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
